type,sub_type,text,listPrice,sqft,lot_sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,lastSoldPrice,soldOn,sold_to_list_ratio,price_per_sqft_sold,property_age_at_sale
single_family,,"Park model on the water. You have a chance to rehab or replace this park model to your specifications! Located in beautiful Shadow Lakes. Priced for condition. This is a private gated community. We have miles of fresh water channels, lakes, and marshes all interconnecting. This is the place to fish, swim, or boat, where it can reach 42 feet deep in some areas. (BIG FISH POSSIBILITIES!) Wildlife is abundant as well. This association includes a club house, community pool, a separate sand beach, pavilion, dog park, volleyball and basketball area (other games as well). They offer plenty of family and group activities. Other important notes: Close to I55 & only 60 Mins. from Chicago. Only Electric Boats & Golf Carts allowed. Association Dues are on a tiered basis and depend on the time you spend at the property- . Dues include water, sewer and garbage. Buyer / Buyer's agent to call Shadow Lakes to verify all rules / info. Lot size and square footage is estimated.",55000.0,400.0,,,1.0,1.0,1.0,1.0,,1986.0,42000.0,2026-04-24,0.7636,105.0,40
condos,condo,"Stunning, highly upgraded and quiet. Built in 2016 to exceptional standards, this boutique six-unit, all-brick building offers quality construction and thoughtful design. This wide 2 bedroom, 2 bath home enjoys beautiful natural light with both east and west exposures and was built for the location, offering a quiet and comfortable living environment. The well-designed layout features generous room sizes and two private outdoor spaces finished with low-maintenance composite decking. The beautifully appointed kitchen is anchored by a large island and features high-end Viking and Thermador appliances, a beverage center, under-counter microwave, quartz countertops, and abundant cabinetry extending to the ceiling for outstanding storage. Refined finishes include hardwood flooring throughout, custom built-ins, detailed millwork and wainscoting, and a gas fireplace. The spa-inspired primary bath offers heated floors, marble tile, a double vanity, and a walk-in steam shower with rain and handheld fixtures. Additional highlights include in-unit LG laundry, garage parking, and excellent storage throughout this beautifully maintained home. The financially responsible, self-managed association is well maintained and thoughtfully run. Ideally located just steps from the Southport Corridor and within the highly regarded Blaine School District.",625000.0,1600.0,,,2.0,2.0,2.0,2.0,1.0,2016.0,675000.0,2026-04-24,1.08,421.88,10
single_family,,"Step into comfort and possibility with this charming 3-bedroom, 2-bathroom home designed for both everyday living and future potential. The main level offers a welcoming layout with spacious living areas, perfect for relaxing or entertaining, along with well-sized bedrooms. In addition to the finished living space, the home features a full basement-ready to be finished to suit your needs. Upstairs, a large attic presents even more opportunity, whether you envision a cozy loft, office, or extra storage space. Updates include roof(7 yrs), Boiler(11yrs),AC(3 yrs), windows (5yrs), garage door and opener (1yr), washer, dryer, stove (3yrs).",350000.0,1520.0,,2.0,3.0,2.0,2.0,2.0,2.0,1934.0,335000.0,2026-04-24,0.9571,220.39,92
townhomes,townhouse,"Peaceful pond views and easy one-level living await in this Laguna model townhome in the sought-after gated 55+ community of Carillon North known for its amenities and maintenance-free lifestyle. Inside, you'll find hardwood floors and a bright, easy-flow layout with 2 bedrooms, 1 full bath, and comfortable main-level living. The kitchen features a breakfast area and convenient laundry room located just off the attached two-car garage. Enjoy your morning coffee or evening relaxation on the private patio overlooking the tranquil water view. Valuted ceilings and skylights provide the living and dining area with an abundance of natural light. A partial unfinished basement provides excellent storage and flexible space for hobbies, a workshop, or future finishing. Carillon North residents enjoy a clubhouse, indoor pool, fitness center, tennis courts, scenic walking paths, and a vibrant community lifestyle, all just minutes from shopping and dining.",285000.0,1263.0,,,2.0,1.0,1.0,1.0,2.0,2000.0,315000.0,2026-04-24,1.1053,249.41,26
single_family,,"Discover the charm and flexibility of this updated 3-bedroom home in the heart of Collinsville! Featuring a walk-out basement and a large fenced-in backyard, there's plenty of room to enjoy both indoors and out. The versatile floor plan allows you to keep it as bedrooms or reconfigure the living room in to a spacious 4th bedroom, and utilize the current dining room as a living room. Updates throughout add modern comfort, while the convenient location puts you just minutes from uptown Collinsville, shopping, dining, and easy interstate access. This home offers space, convenience, and options to fit your lifestyle! *Back on market from no fault of seller*",150000.0,1688.0,9400.0,1.0,3.0,1.0,1.0,1.0,,1960.0,157000.0,2026-04-24,1.0467,93.01,66
condos,condo,"RARELY AVAILABLE TOP-FLOOR 2-BEDROOM IN SOUGHT-AFTER BARCELONA - WON'T LAST! Bright and sun-filled 4th-floor unit offering maximum privacy with no neighbors above and beautiful views overlooking the Old [Redacted] area. Spacious living and dining rooms flow into an eat-in kitchen with breakfast area, plus a large private balcony with access from both the kitchen and living room-perfect for everyday living and entertaining. Generous primary suite features a walk-in closet, and wood laminate flooring runs throughout for a clean, updated feel. Includes indoor garage parking (Space #21) and access to an outdoor swimming pool. Unbeatable location just steps from shopping, dining, and entertainment at Westfield Old [Redacted]. Public transportation nearby for easy commuting. Opportunities like this don't come often-schedule your showing today before it's gone! Sold AS-IS.",255000.0,1273.0,,,2.0,2.0,2.0,2.0,1.0,1978.0,260000.0,2026-04-24,1.0196,204.24,48
single_family,,"**Multiple offer received. Please submit your highest and best offer by noon 3/15 (Sun)** Welcome to this well-maintained 3-bedroom, 1-bath ranch home in the heart of Streamwood. This charming home offers a functional layout with beautiful wood flooring throughout most of the home and a comfortable eat-in kitchen perfect for everyday living. The home has been lovingly cared for and features fresh interior paint, new trim, and updated interior doors that give the space a clean and refreshed feel. Step outside to a spacious backyard that offers plenty of room for entertaining, gardening, or simply relaxing. The patio area is perfect for summer gatherings, and the backyard shed provides additional storage for tools and outdoor equipment. Whether you are a first-time homebuyer, downsizing, or looking for a great investment opportunity, this home offers comfort, convenience, and value in a desirable Streamwood location close to parks, shopping, restaurants, and major roadways. Move-in ready and full of potential, this is a wonderful opportunity to make this home your own.",305000.0,925.0,6591.0,1.0,3.0,1.0,1.0,1.0,1.0,1969.0,307000.0,2026-04-24,1.0066,331.89,57
single_family,,"Financing fell through ! Great opportunity to own this Nice 3 bedroom 2 bath home in popular Reedswood area, front and rear decks,full basement with built in bar,one car detached garage in rear. This is a great starter home for first time buyers, has a really nice fenced lot, it is in a great location near highway access (I80), entertainment (Chicagoland Speedway, Hollywood Casino), recreation (Joliet Country Club, Desplaines River, Hammel Forest Preserve), schools (including Joliet Junior College), shopping, dining and more. Home is being sold AS IS !!",250000.0,984.0,4792.0,1.0,2.0,2.0,2.0,2.0,1.0,1958.0,246000.0,2026-04-24,0.984,250.0,68
townhomes,townhouse,"Two-bedroom, 1.5-bath townhouse located in great Evanston location offering three levels of spacious living. The home features hardwood floors throughout. Property is being sold as-is. All information is estimated; taxes are prorated at 100%. Buyer is responsible for survey. Information deemed reliable but not guaranteed-buyer to verify all details. See agent remarks for additional information.",279900.0,1076.0,,,2.0,2.0,1.0,1.0,,1953.0,268000.0,2026-04-24,0.9575,249.07,73
townhomes,townhouse,"Welcome home to 182A Brompton Lane in the desirable Windsor Pointe subdivision of Sugar Grove. Offering 3 bedrooms, 2.5 baths, and 1,806 sq ft of thoughtfully designed living space, this two-story townhome combines comfort, style, and convenience. A two-story dramatic foyer with high ceilings features an abundance of natural light. An inviting living room on the left, showcasing an electric fireplace with a redesigned surround, seamlessly flows into the dining room on the right. The kitchen is complete with stainless steel appliances, pantry closet, refinished cabinetry and a separate dining area. Newer engineered hardwood floors, a remodeled staircase, and updated main bathrooms on both levels add a modern touch. Upstairs, all three bedrooms are generously sized, including a spacious primary suite (14x13) with vaulted ceilings and a full bath featuring a whirlpool tub, separate shower, double sinks, and updated fixtures. Enjoy the professionally landscaped setting with a private, tree-lined backdrop and patio perfect for relaxing or entertaining. Ideally situated next to mailbox and visitor parking, and just a short walk to the neighborhood park, pond, and walking trails. Conveniently located close to I-88 and within walking distance to Jewel, Starbucks, Ace Hardware, and more! This is low-maintenance living in a prime location - don't miss it!",330000.0,1806.0,,,3.0,3.0,2.0,2.0,2.0,2002.0,330000.0,2026-04-24,1.0,182.72,24
single_family,,"This property has undergone an extensive, top to bottom renovation, representing a full modernization of both major mechanical systems and interior finishes, with a strong emphasis on long term durability, efficiency, and contemporary design. Situated on an immaculate, oversized corner lot, this home immediately stands out with its commanding presence, enhanced by all new windows, a brand new roof, and new exterior and interior doors that seamlessly tie together the home's elevated design from top to bottom. Every detail has been thoughtfully curated, creating a residence that has truly been tailored to stand among the best, offering a level of finish, style, and functionality that is nothing short of exceptional. Improvements include the following: Major Structural and Mechanical Improvements * Brand new roof installation * New energy efficient windows installed throughout the home * New 90 percent high efficiency HVAC system and hot water tank * Complete electrical re wiring throughout the entire property * Full plumbing replacement and upgrades throughout, including two full bathrooms and basement plumbing * New ejector pump and sump pump system * New drain tile installed throughout the basement Interior Renovations and Finishes * Fully redesigned kitchen featuring new custom cabinetry, quartz countertops, stainless steel appliances, and a built in wine cooler * Fully renovated bathrooms with updated plumbing, new fixtures, and modern finishes * New hardwood floors installed upstairs, sanded and stained * New LifeProof luxury vinyl plank flooring installed throughout the basement * New interior doors throughout, including main entry door, kitchen door, and mirrored closet doors * New baseboards, trim, and decorative moldings installed throughout * Custom interior design feature wall * Bluetooth surround sound system Technology Enhancements * New recessed lighting and wall sconces installed throughout * Smart Wi Fi enabled thermostat * New door hardware and levers throughout Additional Value Enhancing Improvements * Fireplace upgrade * Wet bar installation in the basement * New soffit and fascia installation * Professionally designed and maintained landscaping enhancing curb appeal and outdoor presentation * Bluetooth surround sound system installed in basement * New washer and dryer * New garage door opener * Freshly painted fence All of your dreams come to life in this beautifully designed custom home, perfectly positioned in one of Calumet Park's most sought after areas. This home shows like a model with absolutely nothing overlooked. From the moment you enter, you are welcomed by a sun drenched interior filled with natural light and elevated finishes throughout. Featuring four spacious bedrooms and two full bathrooms, the home blends comfort and sophistication effortlessly. The gourmet Euro style kitchen is designed to impress, complete with 42 inch cabinetry, crown molding, quartz countertops, and high end finishes throughout. The lower level offers incredible versatility with a private office or nanny's suite, a spa inspired bathroom, and a dynamic living space designed for both relaxation and entertainment. One side features a warm and inviting family room centered around a fireplace, while the other is transformed into a stylish cocktail lounge complete with a wet bar and wine refrigerator, all enhanced by a built in surround sound system. Finished with a 2.5 car garage and designed with intention at every turn, this home delivers on every level. Dramatic, elegant, and truly one of a kind, this is the one that stands above the rest. Priced to sell and ready to impress.",296900.0,2400.0,,1.0,3.0,2.0,2.0,2.0,2.0,1958.0,295000.0,2026-04-24,0.9936,122.92,68
